HomeNo|Channel|StartTime|Activity
7|37|20210222085700|Live
82|76|20210222085652|Playback
75|16|20210222085649|Live
37|94|20210222085644|Live
17|13|20210222085637|Playback
56|46|20210222085635|Live
8|95|20210222085627|Live
21|20|20210222085618|Live
78|94|20210222085610|Playback
72|58|20210222085604|Live
52|78|20210222085600|Playback
24|83|20210222085553|Live
22|79|20210222085548|Playback
85|65|20210222085540|Live
46|24|20210222085533|Live
4|96|20210222085525|Live
70|85|20210222085516|Live
84|19|20210222085510|Live
37|43|20210222085504|Live
95|24|20210222085459|Live
53|72|20210222085451|Playback
23|54|20210222085442|Live
39|97|20210222085441|Live
61|64|20210222085441|Live
4|14|20210222085440|Live
97|56|20210222085437|Live
29|14|20210222085436|Live
11|31|20210222085427|Live
8|9|20210222085419|Live
7|49|20210222085410|Live
25|55|20210222085409|Live
38|87|20210222085408|Playback
6|28|20210222085405|Live
10|50|20210222085358|Live
39|95|20210222085349|Playback
92|67|20210222085343|Live
53|22|20210222085335|Live
81|62|20210222085334|Playback
90|50|20210222085325|Live
1|45|20210222085321|Playback
91|92|20210222085317|Live
70|88|20210222085313|Live
44|92|20210222085313|Live
42|31|20210222085311|Live
20|2|20210222085305|Live
93|2|20210222085257|Live
73|5|20210222085251|Playback
38|30|20210222085244|Playback
55|82|20210222085235|Live
94|66|20210222085233|Playback
98|27|20210222085233|Live
93|94|20210222085228|Live
27|86|20210222085224|Live
66|27|20210222085224|Playback
27|17|20210222085221|Playback
43|6|20210222085217|Live
23|93|20210222085211|Live
26|32|20210222085204|Live
12|45|20210222085204|Live
20|1|20210222085157|Live
36|9|20210222085157|Playback
81|15|20210222085151|Live
35|85|20210222085142|Live
58|53|20210222085137|Playback
6|26|20210222085137|Live
73|94|20210222085131|Live
99|13|20210222085125|Live
9|49|20210222085123|Playback
58|61|20210222085115|Live
94|1|20210222085115|Live
29|95|20210222085108|Live
88|32|20210222085059|Live
80|24|20210222085057|Playback
53|36|20210222085050|Live
29|92|20210222085049|Live
70|15|20210222085046|Live
5|83|20210222085037|Live
41|40|20210222085030|Live
57|57|20210222085023|Playback
5|29|20210222085015|Live
58|57|20210222085010|Playback
48|95|20210222085008|Playback
16|74|20210222085000|Live
39|10|20210222084954|Playback
38|54|20210222084949|Playback
30|43|20210222084949|Live
71|27|20210222084949|Playback
21|34|20210222084944|Live
79|30|20210222084944|Live
19|42|20210222084935|Live
99|54|20210222084934|Playback
30|41|20210222084929|Playback
64|44|20210222084926|Live
56|71|20210222084926|Live
32|18|20210222084925|Live
59|90|20210222084916|Live
59|14|20210222084914|Live
6|85|20210222084912|Live
59|22|20210222084907|Playback
77|46|20210222084903|Live
39|2|20210222084903|Live
8|25|20210222084858|Live
67|90|20210222084851|Live
80|69|20210222084842|Live
50|91|20210222084839|Playback
52|4|20210222084831|Playback
35|71|20210222084829|Live
17|41|20210222084828|Playback
96|84|20210222084825|Playback
10|30|20210222084821|Live
33|83|20210222084812|Live
80|31|20210222084809|Playback
52|58|20210222084807|Live
79|31|20210222084802|Playback
67|8|20210222084756|Live
30|68|20210222084747|Playback
85|89|20210222084740|Live
42|65|20210222084731|Playback
65|32|20210222084726|Live
23|57|20210222084720|Live
98|78|20210222084712|Live
93|50|20210222084711|Live
51|39|20210222084710|Live
4|89|20210222084704|Live
68|62|20210222084702|Live
83|86|20210222084654|Live
70|38|20210222084654|Playback
45|57|20210222084648|Live
36|61|20210222084646|Live
82|94|20210222084646|Playback
64|40|20210222084645|Live
54|54|20210222084641|Live
93|82|20210222084634|Live
75|9|20210222084627|Live
15|36|20210222084620|Live
9|13|20210222084619|Live
72|44|20210222084619|Live
52|13|20210222084617|Live
40|49|20210222084608|Live
45|33|20210222084559|Live
74|78|20210222084556|Live
72|18|20210222084548|Live
25|96|20210222084547|Live
20|48|20210222084542|Live
36|22|20210222084539|Live
42|89|20210222084535|Playback
90|16|20210222084526|Live
37|65|20210222084519|Playback
17|30|20210222084512|Live
98|89|20210222084508|Live
42|75|20210222084507|Live
98|6|20210222084505|Live
87|5|20210222084504|Live
39|25|20210222084459|Live
3|5|20210222084459|Live
42|2|20210222084457|Live
45|97|20210222084449|Live
59|51|20210222084444|Live
73|84|20210222084441|Playback
39|91|20210222084441|Live
93|34|20210222084437|Live
20|65|20210222084434|Live
41|50|20210222084429|Playback
64|8|20210222084428|Live
23|76|20210222084422|Live
89|39|20210222084418|Live
47|57|20210222084412|Playback
62|52|20210222084404|Playback
15|36|20210222084358|Playback
89|66|20210222084350|Live
35|93|20210222084349|Live
42|36|20210222084345|Live
9|95|20210222084343|Live
14|52|20210222084339|Playback
78|7|20210222084331|Playback
92|67|20210222084327|Live
3|64|20210222084327|Playback
1|30|20210222084327|Live
53|38|20210222084322|Live
81|32|20210222084319|Live
93|78|20210222084314|Live
52|61|20210222084308|Live
88|9|20210222084301|Playback
5|46|20210222084253|Live
96|46|20210222084245|Live
17|91|20210222084241|Live
84|54|20210222084234|Live
73|14|20210222084230|Live
39|56|20210222084224|Live
27|39|20210222084216|Playback
60|76|20210222084207|Live
25|60|20210222084206|Live
35|1|20210222084205|Playback
10|11|20210222084201|Live
79|17|20210222084153|Live
78|53|20210222084150|Live
97|41|20210222084148|Playback
25|75|20210222084143|Playback
71|32|20210222084141|Live
92|49|20210222084136|Live
94|90|20210222084133|Live
33|48|20210222084128|Live
74|3|20210222084127|Playback
75|21|20210222084122|Live
69|47|20210222084117|Playback
40|49|20210222084116|Live
8|96|20210222084109|Live
65|65|20210222084106|Live
48|9|20210222084059|Playback
65|61|20210222084058|Live
5|43|20210222084051|Live
29|70|20210222084051|Live
2|76|20210222084047|Live
1|22|20210222084045|Live
55|81|20210222084041|Live
53|28|20210222084032|Live
33|21|20210222084026|Live
1|87|20210222084022|Live
25|62|20210222084015|Playback
96|93|20210222084011|Live
41|92|20210222084007|Playback
60|21|20210222084003|Playback
12|7|20210222083955|Playback
84|75|20210222083953|Live
82|99|20210222083953|Live
64|80|20210222083948|Live
41|80|20210222083945|Live
56|88|20210222083944|Live
24|93|20210222083938|Playback
13|14|20210222083934|Playback
100|30|20210222083932|Live
90|20|20210222083927|Playback
89|83|20210222083925|Live
35|97|20210222083918|Live
5|52|20210222083918|Playback
17|5|20210222083915|Live
81|17|20210222083914|Playback
3|93|20210222083912|Live
70|9|20210222083912|Live
2|65|20210222083912|Live
40|64|20210222083903|Live
78|3|20210222083859|Live
10|59|20210222083858|Live
86|39|20210222083858|Live
20|40|20210222083855|Live
27|30|20210222083850|Live
70|24|20210222083845|Live
93|53|20210222083843|Playback
35|79|20210222083835|Live
100|33|20210222083832|Live
31|12|20210222083827|Live
60|98|20210222083820|Live
67|0|20210222083813|Live
97|62|20210222083812|Live
76|21|20210222083811|Playback
80|96|20210222083803|Live
25|24|20210222083757|Playback
51|3|20210222083753|Live
20|84|20210222083750|Playback
91|34|20210222083748|Live
56|35|20210222083740|Live
97|39|20210222083740|Live
49|86|20210222083740|Playback
32|30|20210222083740|Live
18|90|20210222083731|Live
61|45|20210222083723|Live
33|59|20210222083717|Live
95|91|20210222083710|Live
98|89|20210222083707|Live
42|99|20210222083700|Live
20|79|20210222083651|Live
44|88|20210222083647|Live
82|22|20210222083647|Live
15|91|20210222083638|Live
87|17|20210222083632|Live
76|18|20210222083631|Playback
77|4|20210222083628|Playback
38|61|20210222083622|Playback
61|30|20210222083619|Live
50|24|20210222083614|Playback
73|24|20210222083607|Playback
64|70|20210222083601|Live
89|33|20210222083559|Live
17|85|20210222083558|Live
66|33|20210222083557|Live
39|37|20210222083549|Playback
89|37|20210222083547|Playback
3|88|20210222083539|Live
52|59|20210222083537|Live
78|8|20210222083537|Live
63|12|20210222083536|Live
39|86|20210222083529|Playback
4|3|20210222083523|Playback
10|27|20210222083521|Playback
19|44|20210222083515|Live
19|47|20210222083510|Live
34|4|20210222083507|Live
75|39|20210222083502|Live
18|77|20210222083453|Live
78|44|20210222083445|Live
63|76|20210222083441|Live
26|15|20210222083438|Live
35|69|20210222083437|Playback
54|21|20210222083436|Live
19|71|20210222083428|Live
60|90|20210222083419|Live
96|21|20210222083411|Live
85|71|20210222083409|Playback
24|85|20210222083407|Live
5|62|20210222083405|Playback
14|37|20210222083403|Playback
68|10|20210222083401|Playback
68|47|20210222083401|Playback
69|89|20210222083400|Live
31|24|20210222083353|Playback
46|72|20210222083352|Live
29|54|20210222083351|Playback
85|39|20210222083342|Live
30|99|20210222083342|Live
12|82|20210222083339|Live
56|17|20210222083338|Playback
94|81|20210222083337|Live
31|61|20210222083337|Live
63|29|20210222083335|Live
8|38|20210222083326|Live
15|13|20210222083317|Live
93|85|20210222083312|Live
59|62|20210222083306|Live
55|76|20210222083302|Playback
46|48|20210222083255|Live
54|29|20210222083253|Live
57|84|20210222083250|Live
77|14|20210222083241|Playback
95|90|20210222083233|Live
75|40|20210222083228|Live
53|65|20210222083220|Live
14|45|20210222083218|Live
50|40|20210222083209|Playback
38|88|20210222083205|Live
52|51|20210222083200|Playback
42|29|20210222083153|Live
48|18|20210222083153|Playback
82|12|20210222083145|Live
46|42|20210222083137|Playback
8|68|20210222083129|Live
2|23|20210222083124|Playback
55|46|20210222083122|Playback
55|88|20210222083113|Live
13|49|20210222083108|Playback
20|79|20210222083107|Playback
48|96|20210222083106|Live
65|79|20210222083106|Playback
93|9|20210222083102|Live
14|15|20210222083057|Playback
7|90|20210222083052|Playback
23|34|20210222083048|Live
50|19|20210222083047|Live
5|98|20210222083044|Playback
68|9|20210222083041|Live
15|35|20210222083039|Live
69|47|20210222083032|Live
65|11|20210222083027|Live
32|32|20210222083026|Live
1|49|20210222083025|Playback
51|34|20210222083022|Playback
40|20|20210222083021|Live
91|6|20210222083021|Live
60|99|20210222083014|Live
52|99|20210222083005|Live
73|79|20210222083001|Live
29|34|20210222082955|Live
6|6|20210222082949|Playback
10|88|20210222082943|Live
80|56|20210222082936|Live
11|33|20210222082930|Playback
28|41|20210222082927|Live
11|4|20210222082921|Live
100|60|20210222082913|Live
30|46|20210222082908|Live
9|87|20210222082900|Playback
98|78|20210222082858|Playback
55|54|20210222082853|Playback
18|47|20210222082852|Playback
10|63|20210222082852|Live
10|39|20210222082844|Live
71|28|20210222082837|Live
72|88|20210222082832|Live
17|74|20210222082829|Live
59|7|20210222082821|Playback
23|98|20210222082816|Live
51|63|20210222082810|Live
88|11|20210222082810|Live
3|76|20210222082810|Live
53|53|20210222082807|Live
98|34|20210222082807|Live
77|62|20210222082758|Live
38|96|20210222082751|Playback
49|12|20210222082746|Live
95|47|20210222082740|Live
80|87|20210222082737|Live
64|43|20210222082731|Live
36|42|20210222082725|Live
52|46|20210222082720|Live
6|31|20210222082714|Live
70|5|20210222082706|Playback
49|48|20210222082700|Live
93|20|20210222082659|Live
95|2|20210222082658|Live
40|19|20210222082650|Live
94|3|20210222082647|Live
70|96|20210222082646|Live
84|5|20210222082641|Live
3|42|20210222082637|Live
15|99|20210222082631|Live
57|93|20210222082622|Playback
84|53|20210222082620|Live
91|80|20210222082617|Live
44|60|20210222082609|Live
61|14|20210222082600|Playback
10|28|20210222082554|Live
37|14|20210222082545|Live
22|60|20210222082542|Live
87|88|20210222082535|Live
5|26|20210222082528|Playback
82|80|20210222082520|Playback
86|45|20210222082513|Live
16|2|20210222082509|Live
53|73|20210222082509|Live
29|85|20210222082503|Playback
95|90|20210222082454|Live
24|46|20210222082445|Live
96|34|20210222082439|Live
79|21|20210222082434|Playback
75|14|20210222082432|Live
79|72|20210222082425|Playback
78|94|20210222082417|Live
82|97|20210222082409|Live
62|31|20210222082405|Live
87|22|20210222082403|Live
98|26|20210222082356|Live
13|92|20210222082352|Live
45|20|20210222082346|Live
39|25|20210222082338|Live
34|61|20210222082333|Live
100|80|20210222082325|Playback
31|43|20210222082322|Live
88|14|20210222082313|Playback
87|65|20210222082304|Live
93|64|20210222082302|Live
58|38|20210222082259|Playback
27|29|20210222082253|Live
88|93|20210222082247|Live
64|39|20210222082246|Live
37|64|20210222082246|Live
64|39|20210222082242|Live
14|11|20210222082233|Live
97|62|20210222082226|Live
43|0|20210222082224|Playback
95|96|20210222082220|Live
31|26|20210222082211|Live
81|25|20210222082206|Live
26|7|20210222082205|Live
1|84|20210222082203|Live
5|44|20210222082200|Live
48|54|20210222082157|Playback
35|6|20210222082149|Live
91|9|20210222082144|Live
6|24|20210222082139|Live
3|35|20210222082136|Live
96|1|20210222082128|Live
30|46|20210222082119|Playback
2|4|20210222082115|Live
18|55|20210222082112|Live
84|68|20210222082111|Live
72|49|20210222082105|Playback
54|76|20210222082101|Live
30|93|20210222082057|Live
24|21|20210222082056|Live
100|25|20210222082055|Live
34|20|20210222082049|Live
40|2|20210222082040|Playback
8|82|20210222082037|Live
61|80|20210222082034|Live
31|88|20210222082032|Live
19|58|20210222082023|Live
85|91|20210222082017|Live
81|20|20210222082017|Live
73|3|20210222082008|Playback
16|95|20210222082002|Playback
40|45|20210222081955|Playback
86|57|20210222081950|Playback
36|66|20210222081949|Live
69|23|20210222081946|Live
49|47|20210222081937|Live
51|52|20210222081933|Live
58|28|20210222081925|Live
100|61|20210222081917|Live
60|40|20210222081912|Live
28|21|20210222081905|Playback
71|29|20210222081905|Live
36|28|20210222081858|Playback
14|77|20210222081857|Live
1|45|20210222081851|Live
74|45|20210222081850|Live
36|29|20210222081844|Playback
99|34|20210222081843|Playback
34|55|20210222081843|Playback
2|21|20210222081836|Playback
65|76|20210222081833|Live
53|34|20210222081825|Live
68|50|20210222081821|Live
37|49|20210222081813|Playback
99|31|20210222081808|Live
19|17|20210222081801|Live
96|76|20210222081758|Playback
14|14|20210222081750|Live
38|0|20210222081742|Live
46|68|20210222081740|Live
66|72|20210222081739|Playback
27|53|20210222081732|Live
53|6|20210222081723|Playback
26|69|20210222081716|Playback
58|92|20210222081713|Live
10|96|20210222081706|Live
13|0|20210222081703|Playback
28|85|20210222081703|Playback
18|7|20210222081657|Live
100|15|20210222081653|Live
66|51|20210222081644|Live
77|24|20210222081639|Live
9|87|20210222081639|Playback
88|52|20210222081637|Live
54|59|20210222081630|Playback
24|12|20210222081630|Playback
36|90|20210222081630|Playback
19|69|20210222081623|Live
90|58|20210222081621|Live
79|47|20210222081617|Live
84|36|20210222081608|Live
46|80|20210222081602|Live
68|6|20210222081559|Playback
90|97|20210222081557|Live
69|66|20210222081549|Playback
93|1|20210222081547|Playback
86|38|20210222081546|Live
14|71|20210222081546|Playback
83|32|20210222081537|Live
45|58|20210222081530|Playback
34|84|20210222081521|Live
6|36|20210222081517|Live
32|51|20210222081515|Live
14|29|20210222081513|Live
25|8|20210222081510|Live
60|87|20210222081509|Live
7|50|20210222081501|Playback
93|85|20210222081500|Live
83|71|20210222081452|Live
64|97|20210222081452|Live
73|36|20210222081447|Live
54|4|20210222081440|Playback
36|99|20210222081435|Playback
94|51|20210222081433|Live
7|75|20210222081429|Live
98|33|20210222081423|Live
12|17|20210222081420|Live
55|93|20210222081412|Playback
44|66|20210222081408|Live
25|74|20210222081407|Playback
25|81|20210222081405|Live
96|43|20210222081357|Live
47|19|20210222081357|Live
99|62|20210222081355|Live
67|74|20210222081352|Live
77|7|20210222081352|Playback
34|21|20210222081344|Live
30|4|20210222081344|Live
94|96|20210222081338|Live
66|39|20210222081329|Playback
47|89|20210222081327|Playback
93|57|20210222081318|Playback
7|47|20210222081309|Live
52|46|20210222081308|Live
46|64|20210222081308|Live
94|88|20210222081259|Live
74|80|20210222081257|Live
11|91|20210222081257|Live
20|59|20210222081248|Live
68|76|20210222081245|Live
12|80|20210222081237|Live
88|12|20210222081232|Live
28|48|20210222081228|Live
73|76|20210222081228|Live
70|34|20210222081219|Playback
84|8|20210222081218|Playback
89|78|20210222081214|Playback
8|5|20210222081207|Playback
59|21|20210222081201|Live
55|61|20210222081155|Live
69|48|20210222081152|Live
46|43|20210222081147|Playback
5|74|20210222081140|Live
97|65|20210222081132|Live
66|5|20210222081125|Live
61|95|20210222081116|Live
63|13|20210222081110|Playback
47|47|20210222081108|Playback
28|78|20210222081104|Playback
91|69|20210222081100|Live
87|96|20210222081053|Playback
86|46|20210222081046|Playback
3|14|20210222081045|Playback
46|50|20210222081042|Playback
56|33|20210222081039|Live
50|31|20210222081032|Live
93|95|20210222081030|Live
